Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Thumbnail,Thumbnail Background,Tagline,Project Link,Project Lead,Twitter of Project Lead,Airtable ID,Project Description,Main Content,Featured Projects
Solana Developer Series,solana-developer-series-7,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e36311,false,false,Wed Nov 23 2022 00:23:52 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 08:35:52 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e36294_nP5cwh3k4QNvrgTBJWyp7bOI6lIv0iJPIJNTv6qvdSc.png,,8 videos to get you started on solana development,https://super.page/solana-dev-series,Kirat,https://twitter.com/harkirat961,recfC70Ab2Fn4I3cE,"8 videos to get you started on Solana development. The videos take you through the basics of blockchains, and how Solana differentiates itself from other L1s.
It also dives deeper into creating and deploying your first program, and writing clients to interact with it.
",,false
Solana Developer Series,solana-developer-series-a,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e3638d,false,false,Wed Nov 23 2022 01:49:12 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 08:35:48 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e36294_nP5cwh3k4QNvrgTBJWyp7bOI6lIv0iJPIJNTv6qvdSc.png,,8 videos to get you started on solana development,https://super.page/solana-dev-series,Kirat,https://twitter.com/harkirat961,recFWSYL7x0A6en5o,"8 videos to get you started on Solana development. The videos take you through the basics of blockchains, and how Solana differentiates itself from other L1s.
It also dives deeper into creating and deploying your first program, and writing clients to interact with it.
",,false
Solana Development Series,solace-development-protocol,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e3628a,false,false,Wed Aug 10 2022 18:29:58 GMT+0000 (Coordinated Universal Time),Fri Oct 14 2022 20:46:19 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),,,Educational Content,https://soldev.academy/,Gajesh Naik,https://twitter.com/gajeshnaik,recSV7UyPhpbqHAGW,"Solana Dev Series is a collection of explainer videos, coding tutorials, projects and a bunch of interviews & panel discussions. The goal of the project is to teach Solana development by building projects & to onboard the next wave of Solana developers.
",,false
Solana Development Series,solace-development-protocol-f,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e36301,false,false,Wed Nov 23 2022 00:23:37 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 01:56:36 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),,,Educational Content,https://soldev.academy/,Gajesh Naik,https://twitter.com/gajeshnaik,recWyKdT74v9y3AMg,"Solana Dev Series is a collection of explainer videos, coding tutorials, projects and a bunch of interviews & panel discussions. The goal of the project is to teach Solana development by building projects & to onboard the next wave of Solana developers.
",,false
Solana Development Series,solace-development-protocol-3,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e36395,false,false,Wed Nov 23 2022 01:49:18 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 01:49:18 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),,,Educational Content,https://soldev.academy/,Gajesh Naik,https://twitter.com/gajeshnaik,recVja6nSvhDIFHDr,"Solana Dev Series is a collection of explainer videos, coding tutorials, projects and a bunch of interviews & panel discussions. The goal of the project is to teach Solana development by building projects & to onboard the next wave of Solana developers.
",,false
Solathon,solathon,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e3627e,false,false,Fri Aug 12 2022 20:03:00 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 08:40:28 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e361f1_8FDOSLzaED8NDqdyQTqU0S8e-y0KB3M6aqiOxI45mD0.png,,Python SDK for Solana,https://solathon.vercel.app,Bolt,https://twitter.com/0xBolt,recaKYi1pqHuM5COt,"Solathon is an easy to use, beginner friendly and advance Python SDK for Solana. With detailed docs and easy to use methods with a lot of examples, Solathon makes it easy for new developers to get started or to be used in real world applications.
",,false
Solathon,solathon-c,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e36302,false,false,Wed Nov 23 2022 00:23:38 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 11:03:30 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e361f1_8FDOSLzaED8NDqdyQTqU0S8e-y0KB3M6aqiOxI45mD0.png,,Python SDK for Solana,https://solathon.vercel.app,Bolt,https://twitter.com/0xBolt,recfbiHg4UZgT2UoG,"Solathon is an easy to use, beginner friendly and advance Python SDK for Solana. With detailed docs and easy to use methods with a lot of examples, Solathon makes it easy for new developers to get started or to be used in real world applications.
",,false
Solathon,solathon-c7,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e363a8,false,false,Wed Nov 23 2022 01:49:34 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 08:49:53 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e361f1_8FDOSLzaED8NDqdyQTqU0S8e-y0KB3M6aqiOxI45mD0.png,,Python SDK for Solana,https://solathon.vercel.app,Bolt,https://twitter.com/0xBolt,rec1Cm1zLWEBTLeEs,"Solathon is an easy to use, beginner friendly and advance Python SDK for Solana. With detailed docs and easy to use methods with a lot of examples, Solathon makes it easy for new developers to get started or to be used in real world applications.
",,false
Solclaim,solclaim,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e36280,false,false,Tue Aug 16 2022 11:03:13 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 08:35:46 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e361f0_FjOpM0w6Bv0PHppJp7982bIRZ3zd9Ib1US56rLrInV0.jpeg,,Find unclaimed airdrops on Solana,https://www.solclaim.xyz/,Saumya Saxena,https://twitter.com/saxenasaheb,recF0Ak9CIMsWWO81,"Solclaim makes the process of finding airdrops hassle-free. Just type in your wallet address and find airdrops you’re eligible for. It is that simple.
",,false
Solclaim,solclaim-7,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e362fd,false,false,Wed Nov 23 2022 00:23:33 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 11:01:10 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e361f0_FjOpM0w6Bv0PHppJp7982bIRZ3zd9Ib1US56rLrInV0.jpeg,,Find unclaimed airdrops on Solana,https://www.solclaim.xyz/,Saumya Saxena,https://twitter.com/saxenasaheb,recoxKRIpEinnMXBU,"Solclaim makes the process of finding airdrops hassle-free. Just type in your wallet address and find airdrops you’re eligible for. It is that simple.
",,false
Solclaim,solclaim-8,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e363a0,false,false,Wed Nov 23 2022 01:49:26 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 07:45:07 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e361f0_FjOpM0w6Bv0PHppJp7982bIRZ3zd9Ib1US56rLrInV0.jpeg,,Find unclaimed airdrops on Solana,https://www.solclaim.xyz/,Saumya Saxena,https://twitter.com/saxenasaheb,recRE1kkRNrvIvYHU,"Solclaim makes the process of finding airdrops hassle-free. Just type in your wallet address and find airdrops you’re eligible for. It is that simple.
",,false
StellarSOL,stellarsol,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e3627b,false,false,Wed Aug 10 2022 18:29:58 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 08:35:58 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e361e9_Wmx71i8boirNC-vOYUaHO9pIfbsYwlvpknSqsXOdAaA.jpeg,,Buy things with Solana tokens,https://twitter.com/StellarSolApp,Ujjwal Gupta,https://twitter.com/ujjwalgupta49,recPZuzI0POXwouI3,"StellarSOL is a browser extension that enables you to pay on your favorite e-commerce websites with SPL tokens.

",,true
StellarSOL,stellarsol-e,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e3631a,false,false,Wed Nov 23 2022 00:24:05 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 11:01:09 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e361e9_Wmx71i8boirNC-vOYUaHO9pIfbsYwlvpknSqsXOdAaA.jpeg,,Buy things with Solana tokens,https://twitter.com/StellarSolApp,Ujjwal Gupta,https://twitter.com/ujjwalgupta49,recawWQZrF6QgRqIV,"StellarSOL is a browser extension that enables you to pay on your favorite e-commerce websites with SPL tokens.

",,true
StellarSOL,stellarsol-c,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e363ac,false,false,Wed Nov 23 2022 01:49:44 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 07:30:46 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e361e9_Wmx71i8boirNC-vOYUaHO9pIfbsYwlvpknSqsXOdAaA.jpeg,,Buy things with Solana tokens,https://twitter.com/StellarSolApp,Ujjwal Gupta,https://twitter.com/ujjwalgupta49,recDTQm30y2ZsZMEg,"StellarSOL is a browser extension that enables you to pay on your favorite e-commerce websites with SPL tokens.

",,true
Superteam Earn,superteam-earn,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e362df,false,false,Tue Oct 11 2022 13:43:58 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 08:47:36 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e36297_empe6xbi9ZjV1JHb-6dEkqpVkVou5iY8lXDwqPugP7Q.png,,Infrastructure for the Contribution Economy,https://earn.superteam.fun/,Kash,http://twitter.com/kashdhanda,reckhfREFPB2VZMZA,"Superteam Earn allows developers, designers, and everyone else to find earning opportunities in Web3. Complete an on-chain bounty and receive a Proof of Work NFT to start building your on-chain resume.",,true
Superteam Earn,superteam-earn-b,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e36303,false,false,Wed Nov 23 2022 00:23:40 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 11:01:11 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e36297_empe6xbi9ZjV1JHb-6dEkqpVkVou5iY8lXDwqPugP7Q.png,,Infrastructure for the Contribution Economy,https://earn.superteam.fun/,Kash,http://twitter.com/kashdhanda,rec6MUEItr5H0nBC8,"Superteam Earn allows developers, designers, and everyone else to find earning opportunities in Web3. Complete an on-chain bounty and receive a Proof of Work NFT to start building your on-chain resume.",,true
Superteam Earn,superteam-earn-5,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e363aa,false,false,Wed Nov 23 2022 01:49:40 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 11:01:16 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e36297_empe6xbi9ZjV1JHb-6dEkqpVkVou5iY8lXDwqPugP7Q.png,,Infrastructure for the Contribution Economy,https://earn.superteam.fun/,Kash,http://twitter.com/kashdhanda,recuaoT0GzmbVyqz3,"Superteam Earn allows developers, designers, and everyone else to find earning opportunities in Web3. Complete an on-chain bounty and receive a Proof of Work NFT to start building your on-chain resume.",,true
Superteam Media,superteam-media,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e36285,false,false,Thu Aug 11 2022 11:28:07 GMT+0000 (Coordinated Universal Time),Fri Oct 14 2022 20:46:21 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),,,"Writing for contributors, founders & investors",https://superteam.substack.com/,Aditya Shetty,https://twitter.com/AdityaShetty__,recQ5NsIIU2medHir,"A collection of essays ranging from PRDs, sponsored deep-dives, community updates & ideas to move the Solana ecosystem forward. 
",,true
Superteam Media,superteam-media-8,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e36310,false,false,Wed Nov 23 2022 00:23:51 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 01:56:25 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),,,"Writing for contributors, founders & investors",https://superteam.substack.com/,Aditya Shetty,https://twitter.com/AdityaShetty__,recISlC7ocyjq11Lp,"A collection of essays ranging from PRDs, sponsored deep-dives, community updates & ideas to move the Solana ecosystem forward. 
",,true
Superteam Media,superteam-media-6,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e3639a,false,false,Wed Nov 23 2022 01:49:21 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 01:49:21 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),,,"Writing for contributors, founders & investors",https://superteam.substack.com/,Aditya Shetty,https://twitter.com/AdityaShetty__,recetE8I0nhZcMtGB,"A collection of essays ranging from PRDs, sponsored deep-dives, community updates & ideas to move the Solana ecosystem forward. 
",,true
Superteam Talent,superteam-talent,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e36281,false,false,Sun Sep 04 2022 17:03:55 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 11:01:53 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e361eb__96vEPn4f_WpG0DXNWWAccHQ4OWYxk168lAwRtmJEQQ.jpeg,,Fulltime Talent Recruiting,https://talent.superteam.fun/,Kash,http://twitter.com/kashdhanda,recUbIgG0nUfcrgag,"Finding the right talent is a full-time job itself, stealing away time from teams that are trying to build. Our community has the distribution and the network to help Solana founders find undervalued gems.
",,true
Superteam Talent,superteam-talent-9,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e36304,false,false,Wed Nov 23 2022 00:23:41 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 11:01:14 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e361eb__96vEPn4f_WpG0DXNWWAccHQ4OWYxk168lAwRtmJEQQ.jpeg,,Fulltime Talent Recruiting,https://talent.superteam.fun/,Kash,http://twitter.com/kashdhanda,rec42W41GJqKk8IT5,"Finding the right talent is a full-time job itself, stealing away time from teams that are trying to build. Our community has the distribution and the network to help Solana founders find undervalued gems.
",,true
Superteam Talent,superteam-talent-0,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e36398,false,false,Wed Nov 23 2022 01:49:20 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 08:40:54 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e361eb__96vEPn4f_WpG0DXNWWAccHQ4OWYxk168lAwRtmJEQQ.jpeg,,Fulltime Talent Recruiting,https://talent.superteam.fun/,Kash,http://twitter.com/kashdhanda,recgsryBmKe6qE7dE,"Finding the right talent is a full-time job itself, stealing away time from teams that are trying to build. Our community has the distribution and the network to help Solana founders find undervalued gems.
",,true
Truts,truts,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e3628b,false,false,Wed Aug 10 2022 18:15:31 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 11:01:32 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e361e5_ExjlXt5tNhDiZZmAitCys9_dcALSYPPIfemLlul5pn0.png,,Increasing Trust in Web3,https://www.truts.xyz/,Raj Karia,https://twitter.com/rajkaria_,recFKUHYLDezRwVwi,"Truts is an on-chain and off-chain analytics platform for Web3 communities that enhances discovery and research for users and communities across the ecosystem.
",,true
Truts,truts-2,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e36312,false,false,Wed Nov 23 2022 00:23:53 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 08:49:44 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e361e5_ExjlXt5tNhDiZZmAitCys9_dcALSYPPIfemLlul5pn0.png,,Increasing Trust in Web3,https://www.truts.xyz/,Raj Karia,https://twitter.com/rajkaria_,recuRtrX8BHtweYJC,"Truts is an on-chain and off-chain analytics platform for Web3 communities that enhances discovery and research for users and communities across the ecosystem.
",,true
Truts,truts-a,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e36397,false,false,Wed Nov 23 2022 01:49:19 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 08:42:29 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e361e5_ExjlXt5tNhDiZZmAitCys9_dcALSYPPIfemLlul5pn0.png,,Increasing Trust in Web3,https://www.truts.xyz/,Raj Karia,https://twitter.com/rajkaria_,recOrXbnbV4o7LtWr,"Truts is an on-chain and off-chain analytics platform for Web3 communities that enhances discovery and research for users and communities across the ecosystem.
",,true
Wordcel Club,wordcel-club,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e3624f,false,false,Thu Aug 11 2022 13:05:29 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 08:19:00 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e361f3_DppP-6Kz3f3QRjAGWxUl-GOMLITbjz9kSPLy-uFVKdI.png,,Decentralized Publishing Stack on Solana,https://www.wordcelclub.com/,Shek Dev,https://twitter.com/shek_dev,recoXcbC93mkRgRTD,"Wordcel is a Decentralized Publishing Stack on Solana to enable writers to publish, distribute & monetize their work on-chain while truly owning every single piece of the puzzle.
",,true
Wordcel Club,wordcel-club-5,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e36317,false,false,Wed Nov 23 2022 00:24:01 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 11:01:21 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e361f3_DppP-6Kz3f3QRjAGWxUl-GOMLITbjz9kSPLy-uFVKdI.png,,Decentralized Publishing Stack on Solana,https://www.wordcelclub.com/,Shek Dev,https://twitter.com/shek_dev,recWJq9HvTSgjNkQ4,"Wordcel is a Decentralized Publishing Stack on Solana to enable writers to publish, distribute & monetize their work on-chain while truly owning every single piece of the puzzle.
",,true
Wordcel Club,wordcel-club-0,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e3638b,false,false,Wed Nov 23 2022 01:49:11 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 08:40:26 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e361f3_DppP-6Kz3f3QRjAGWxUl-GOMLITbjz9kSPLy-uFVKdI.png,,Decentralized Publishing Stack on Solana,https://www.wordcelclub.com/,Shek Dev,https://twitter.com/shek_dev,rec5PO5vsh1X8LjsT,"Wordcel is a Decentralized Publishing Stack on Solana to enable writers to publish, distribute & monetize their work on-chain while truly owning every single piece of the puzzle.
",,true
defiOS,defiOS,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e36286,false,false,Wed Aug 10 2022 18:29:58 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 08:35:57 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e36232_RHHUUMy_AjosDugLUmqUAAwlm7sW-zu__3BhugVW1Mk.png,,Bringing web3 to Open Source Development,https://www.defi-os.com/,Schemer 1729,https://twitter.com/Schemer1729,recKJk2E2uZdUdZ77,"DefiOS converts open source repositories into DAOs with project-native tokens that enterprise users can purchase and stake on features/ bug requests to incentivize that community to prioritize them.
",,false
defiOS,defiOS-4,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e36315,false,false,Wed Nov 23 2022 00:23:57 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 07:23:24 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e36232_RHHUUMy_AjosDugLUmqUAAwlm7sW-zu__3BhugVW1Mk.png,,Bringing web3 to Open Source Development,https://www.defi-os.com/,Schemer 1729,https://twitter.com/Schemer1729,recAGTc61wgwCgDjJ,"DefiOS converts open source repositories into DAOs with project-native tokens that enterprise users can purchase and stake on features/ bug requests to incentivize that community to prioritize them.
",,false
defiOS,defiOS-0,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e3639b,false,false,Wed Nov 23 2022 01:49:23 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 11:01:25 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e36232_RHHUUMy_AjosDugLUmqUAAwlm7sW-zu__3BhugVW1Mk.png,,Bringing web3 to Open Source Development,https://www.defi-os.com/,Schemer 1729,https://twitter.com/Schemer1729,recd4DxhPZLL9NjAz,"DefiOS converts open source repositories into DAOs with project-native tokens that enterprise users can purchase and stake on features/ bug requests to incentivize that community to prioritize them.
",,false
wagmi.bio,wagmi-bio,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e36284,false,false,Wed Aug 10 2022 18:29:58 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 11:02:23 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e361e8_MPBe3LHH-Rd4_GGVl54Rf8I9I-oEZYtPspQVfZlE1bo.svg,,Making payments easier in Solana,http://wagmi.bio,Kunal Bagaria,https://twitter.com/kb24x7,recmyzkBkukM3pDWg,"Powered by the Solana network, wagmi.bio is the one stop gateway for receiving payments in crypto.
",,false
wagmi.bio,wagmi-bio-4,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e36318,false,false,Wed Nov 23 2022 00:24:02 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 08:44:29 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e361e8_MPBe3LHH-Rd4_GGVl54Rf8I9I-oEZYtPspQVfZlE1bo.svg,,Making payments easier in Solana,http://wagmi.bio,Kunal Bagaria,https://twitter.com/kb24x7,rec1R1X3J3jwA4uCl,"Powered by the Solana network, wagmi.bio is the one stop gateway for receiving payments in crypto.
",,false
wagmi.bio,wagmi-bio-8,65b670ec21078c5d27e361e3,65b670ec21078c5d27e361aa,65b670ec21078c5d27e363a3,false,false,Wed Nov 23 2022 01:49:30 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 08:35:49 GMT+0000 (Coordinated Universal Time),Sun Jan 28 2024 15:41:13 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/65b670ec21078c5d27e361a9/65b670ec21078c5d27e361e8_MPBe3LHH-Rd4_GGVl54Rf8I9I-oEZYtPspQVfZlE1bo.svg,,Making payments easier in Solana,http://wagmi.bio,Kunal Bagaria,https://twitter.com/kb24x7,recLh8lnGbJxUnbg2,"Powered by the Solana network, wagmi.bio is the one stop gateway for receiving payments in crypto.
",,false
